iter	MultiClass
0	1.228337859
1	0.9983632097
2	0.8354415075
3	0.7115730236
4	0.6131767565
5	0.5335553547
6	0.4675494257
7	0.4113927588
8	0.3637619137
9	0.3226473462
10	0.2876518981
11	0.2566747294
12	0.2293274403
13	0.2048795864
14	0.1835055327
15	0.1643232427
16	0.1479377349
17	0.1330081768
18	0.1195595256
19	0.1076295653
20	0.09692037253
21	0.08732629916
22	0.07886336871
23	0.07131879038
24	0.06439206331
25	0.05824537893
26	0.0527012637
27	0.04776232692
28	0.04332688774
29	0.03930804176
30	0.03572546078
31	0.03246449289
32	0.02953423798
33	0.02690478095
34	0.02453314715
35	0.02238363158
36	0.02044715643
37	0.01876153729
38	0.01718252811
39	0.01576168458
40	0.01448420358
41	0.013306794
42	0.01225271162
43	0.01131580962
44	0.01046131395
45	0.009692245138
46	0.008986722482
47	0.008331692487
48	0.007763628855
49	0.007234350048
50	0.0067491001
51	0.006307549796
52	0.005911330047
53	0.00552970867
54	0.005215734529
55	0.004921317652
56	0.004681648711
57	0.004438119502
58	0.004224546594
59	0.004032917924
60	0.003847239265
61	0.003681372765
62	0.003525919697
63	0.003404186924
64	0.00326767772
65	0.003148582708
66	0.003034534005
67	0.002939094427
68	0.002857797398
69	0.002776820492
70	0.002717822148
71	0.00263817156
72	0.002577327153
73	0.002522544596
74	0.002465843662
75	0.002419426251
76	0.002368798189
77	0.002340896767
78	0.002299201238
79	0.002268603579
80	0.002224642096
81	0.002177291252
82	0.002148297533
83	0.002110785596
84	0.002086192648
85	0.002059499734
86	0.0020388379
87	0.002019216777
88	0.001993615627
89	0.001971261998
90	0.001957556262
91	0.001939054836
92	0.001918556669
93	0.001895771832
94	0.00188147281
95	0.00186307325
96	0.001844211276
97	0.001829403363
98	0.001822456518
99	0.001811454928
100	0.001798630865
101	0.00178431862
102	0.001765002722
103	0.001753394625
104	0.001744047532
105	0.001737145464
106	0.001727655103
107	0.001719438429
108	0.001713322821
109	0.001694643891
110	0.001683202379
111	0.001673895
112	0.00166683266
113	0.001660237213
114	0.001649532214
115	0.001642058213
116	0.001636052719
117	0.001629380237
118	0.001619175011
119	0.001612878759
120	0.001602881827
121	0.001591510295
122	0.001582426376
123	0.001572071846
124	0.001562726378
125	0.001552611276
126	0.001546997396
127	0.001542998425
128	0.001534283207
129	0.0015281775
130	0.001524876363
131	0.001513127326
132	0.001502349597
133	0.001494967219
134	0.001486681618
135	0.001482039345
136	0.001478072086
137	0.00147193041
138	0.001468227404
139	0.001460642808
140	0.001453107811
141	0.001446521424
142	0.001442435157
143	0.001436699025
144	0.001433395508
145	0.001429417831
146	0.001426235817
147	0.001422443519
148	0.001416454617
149	0.001411369395
150	0.001408747639
151	0.001400859053
152	0.001396135576
153	0.001392173894
154	0.001390380312
155	0.001386990359
156	0.001384031184
157	0.001376259217
158	0.001373392251
159	0.001368232828
160	0.001362338539
161	0.001355702254
162	0.001352524697
163	0.001346151542
164	0.001340749359
165	0.001339152282
166	0.001335694978
167	0.001332991138
168	0.001328457404
169	0.001324513804
170	0.001322858499
171	0.001319183811
172	0.001315870325
173	0.001314200583
174	0.00131200872
175	0.001309971324
176	0.001305800354
177	0.001301588881
178	0.001298699036
179	0.001294057872
180	0.001289707361
181	0.00128645263
182	0.001284855078
183	0.001280530783
184	0.001276839662
185	0.001274749698
186	0.001272279508
187	0.00126861323
188	0.001264301886
189	0.001262776793
190	0.001260578369
191	0.001258480515
192	0.001255212991
193	0.001252898645
194	0.00124877085
195	0.001246648477
196	0.001245716501
197	0.001240241565
198	0.001236886695
199	0.001235199092
200	0.001233487317
201	0.001232253062
202	0.001228350901
203	0.001223707613
204	0.00122154454
205	0.001220527113
206	0.001217539337
207	0.001215366995
208	0.00121199971
209	0.001209939899
210	0.001206491306
211	0.001204389957
212	0.00119883639
213	0.001196570399
214	0.001192928145
215	0.001191413252
216	0.001189108803
217	0.001186132915
218	0.001184366166
219	0.001182073811
220	0.001179378492
221	0.001175950822
222	0.001172004442
223	0.001168777354
224	0.001161919957
225	0.001160534243
226	0.001158421652
227	0.001156213687
228	0.001154774674
229	0.00115238633
230	0.001150606192
231	0.00114732419
232	0.001145059855
233	0.001140872239
234	0.001138876009
235	0.001136571501
236	0.001134791922
237	0.001133784241
238	0.001131682073
239	0.001128687985
240	0.001128101335
241	0.001125504962
242	0.001122727886
243	0.001118473913
244	0.001117478068
245	0.001113722194
246	0.001112583249
247	0.001108242721
248	0.001104092263
249	0.001101734121
250	0.001098003608
251	0.001097050998
252	0.001095590188
253	0.001093479574
254	0.001090450117
255	0.001087631891
256	0.001087070671
257	0.00108383815
258	0.001081699476
259	0.001079710087
260	0.001077750093
261	0.001075985656
262	0.001075018067
263	0.001073481564
264	0.00107186592
265	0.001069711288
266	0.001067340578
267	0.001063510566
268	0.001062431897
269	0.00106093475
270	0.001059871836
271	0.001058153645
272	0.001056726368
273	0.001055126469
274	0.001054666518
275	0.001053041138
276	0.001051375144
277	0.00105057887
278	0.001049223529
279	0.001046690838
280	0.001042441191
281	0.001040463685
282	0.001039680879
283	0.001038110376
284	0.00103730238
285	0.001032388021
286	0.001031033404
287	0.001030430939
288	0.001029587902
289	0.001028001076
290	0.001025924234
291	0.001025019233
292	0.001024236483
293	0.001023118152
294	0.00102196018
295	0.001020977401
296	0.001018992968
297	0.00101789509
298	0.001016831566
299	0.001014659891
300	0.001013245926
301	0.001011492941
302	0.001010037759
303	0.001007297752
304	0.001005563811
305	0.001004805467
306	0.001001248872
307	0.0009968912652
308	0.0009951247554
309	0.0009945645016
310	0.0009930725767
311	0.0009916437462
312	0.0009908631125
313	0.0009890709252
314	0.0009879857298
315	0.0009874938162
316	0.0009867234102
317	0.0009834443002
318	0.0009810058372
319	0.0009790376434
320	0.0009781415421
321	0.0009776085277
322	0.0009767621701
323	0.0009749226842
324	0.0009726113442
325	0.0009695185356
326	0.0009683527187
327	0.0009677311626
328	0.000967057829
329	0.0009657586534
330	0.0009653903365
331	0.0009635920739
332	0.0009630757932
333	0.0009615356618
334	0.0009598803603
335	0.0009579036344
336	0.0009559466869
337	0.0009550097442
338	0.0009541639685
339	0.0009518590174
340	0.0009509791007
341	0.0009496752987
342	0.0009485737459
343	0.0009474724563
344	0.0009459012693
345	0.0009449246156
346	0.0009438026811
347	0.0009427150419
348	0.0009419566837
349	0.0009408089105
350	0.0009400580159
351	0.000938139148
352	0.0009364609262
353	0.0009346371259
354	0.0009343145126
355	0.0009329283772
356	0.0009318788818
357	0.000930627438
358	0.0009290653193
359	0.0009287591102
360	0.0009275296494
361	0.0009272650404
362	0.000926564245
363	0.000925498404
364	0.0009241611539
365	0.0009235872946
366	0.0009228985823
367	0.0009210636175
368	0.000920349312
369	0.0009190897528
370	0.0009156369617
371	0.0009145783512
372	0.0009123197104
373	0.0009116074605
374	0.0009095841528
375	0.0009084624228
376	0.0009066061784
377	0.0009058850973
378	0.0009047108507
379	0.0009043469143
380	0.0009031119611
381	0.000901609901
382	0.0009009631765
383	0.0009004299655
384	0.0008989150083
385	0.0008966999131
386	0.0008956948206
387	0.0008952225882
388	0.0008939032206
389	0.0008929867977
390	0.0008920474542
391	0.0008913418893
392	0.0008906509569
393	0.0008892943985
394	0.0008886624305
395	0.0008878276389
396	0.0008866880656
397	0.0008857021662
398	0.0008840748979
399	0.0008837660444
400	0.0008825406106
401	0.0008821573974
402	0.00088134921
403	0.000881028853
404	0.0008798980136
405	0.0008795769573
406	0.0008783282034
407	0.0008780306409
408	0.0008771302499
409	0.0008768325662
410	0.0008757291509
411	0.0008750150233
412	0.0008740737366
413	0.0008731408003
414	0.000872423004
415	0.0008694962676
416	0.0008687330919
417	0.0008674932118
418	0.000865706972
419	0.0008640728317
420	0.0008623120865
421	0.0008602143607
422	0.0008593048571
423	0.0008590692168
424	0.0008585892182
425	0.0008567324883
426	0.0008562729957
427	0.0008554336231
428	0.0008552086232
429	0.000853320584
430	0.0008502722111
431	0.000849287196
432	0.0008488128352
433	0.0008483695027
434	0.000847737522
435	0.0008464722413
436	0.0008458110599
437	0.0008454685468
438	0.0008449807745
439	0.0008446161023
440	0.0008434585345
441	0.0008419834484
442	0.0008417232345
443	0.0008408203891
444	0.0008403311044
445	0.000840042046
446	0.0008391463982
447	0.0008375167773
448	0.0008363784468
449	0.0008357235849
450	0.0008348207756
451	0.0008334839557
452	0.000832560228
453	0.0008305595738
454	0.0008298656925
455	0.0008288321476
456	0.0008282171392
457	0.0008257697863
458	0.0008252040339
459	0.0008246269085
460	0.0008234413059
461	0.000823317322
462	0.0008222020891
463	0.0008210489115
464	0.0008197913442
465	0.000818390623
466	0.0008162898109
467	0.0008154940473
468	0.0008148182955
469	0.0008141362826
470	0.0008137450667
471	0.0008115386719
472	0.0008109942507
473	0.0008090626913
474	0.0008088493869
475	0.0008086757428
476	0.0008081098284
477	0.0008074434411
478	0.0008072814675
479	0.0008060598665
480	0.0008046170938
481	0.0008037371988
482	0.0008023622062
483	0.0008015078133
484	0.0008007917522
485	0.0007999961679
486	0.0007997605329
487	0.000799495438
488	0.0007992227202
489	0.0007969318731
490	0.0007962444339
491	0.0007954519141
492	0.0007946617823
493	0.0007943941772
494	0.0007924974815
495	0.0007902511169
496	0.0007891694296
497	0.0007886465262
498	0.0007883972158
499	0.0007880593686
500	0.0007878888456
501	0.0007871835239
502	0.0007865874575
503	0.000786223797
504	0.000785246794
505	0.0007835492837
506	0.0007833900312
507	0.0007826791617
508	0.0007824339329
509	0.0007822362668
510	0.0007814979288
511	0.0007799527987
512	0.0007796933043
513	0.0007793231531
514	0.0007788962113
515	0.0007778174038
516	0.0007763207665
517	0.000776112816
518	0.0007755724961
519	0.0007750208385
520	0.0007733829115
521	0.000772699189
522	0.0007719028572
523	0.0007711042949
524	0.0007692022678
525	0.0007679713343
526	0.0007673882554
527	0.0007667485838
528	0.0007643975005
529	0.0007642283421
530	0.0007640129868
531	0.0007629544495
532	0.0007621035801
533	0.0007604250718
534	0.000759907887
535	0.0007592255135
536	0.0007587587865
537	0.0007583888486
538	0.0007577226416
539	0.0007573630861
540	0.0007560975146
541	0.000755264723
542	0.0007545165305
543	0.0007542692445
544	0.0007535153963
545	0.000752732479
546	0.0007519032555
547	0.0007509538218
548	0.0007498918128
549	0.0007494603365
550	0.0007493906094
551	0.0007492040587
552	0.000748192339
553	0.0007468432517
554	0.0007458276954
555	0.0007449055424
556	0.0007434155332
557	0.0007432473093
558	0.0007422247418
559	0.0007415952162
560	0.0007412686853
561	0.0007401441604
562	0.0007391868442
563	0.0007387875015
564	0.0007377185311
565	0.0007375290759
566	0.0007369114975
567	0.0007352487426
568	0.0007346458028
569	0.0007343318879
570	0.0007336936307
571	0.0007329461084
572	0.0007322196248
573	0.000731665101
574	0.0007313898728
575	0.0007312347253
576	0.0007303018331
577	0.0007300373655
578	0.0007297623915
579	0.000728662711
580	0.0007279045497
581	0.000727330634
582	0.0007269843654
583	0.0007257820001
584	0.0007252156327
585	0.0007248919837
586	0.000724174668
587	0.0007238791698
588	0.0007231837221
589	0.0007228914456
590	0.0007218629294
591	0.0007205755377
592	0.0007191168085
593	0.0007185082106
594	0.0007175784235
595	0.0007165724074
596	0.0007153963636
597	0.0007148998933
598	0.000714296522
599	0.000713943502
600	0.0007125026126
601	0.0007122628588
602	0.0007116423138
603	0.0007108009873
604	0.0007104339165
605	0.0007098680426
606	0.0007085517175
607	0.0007065807403
608	0.000706429581
609	0.0007061582305
610	0.0007059628847
611	0.0007047052807
612	0.000702966295
613	0.0007026397395
614	0.0007024315652
615	0.0007012513715
616	0.000699948958
617	0.0006991464336
618	0.0006985047289
619	0.0006980262805
620	0.0006972695223
621	0.0006970795885
622	0.0006965247027
623	0.0006961879026
624	0.0006952731398
625	0.0006941246951
626	0.0006935783159
627	0.0006929658985
628	0.0006924066333
629	0.000692151683
630	0.0006915253711
631	0.0006909137485
632	0.0006905345523
633	0.0006902002299
634	0.0006894189429
635	0.0006883684588
636	0.0006878123642
637	0.0006871459825
638	0.0006868218372
639	0.0006863781105
640	0.0006860778737
641	0.0006854773963
642	0.0006847619326
643	0.0006840719286
644	0.0006838044398
645	0.0006832191929
646	0.0006827245147
647	0.0006823802393
648	0.0006820276735
649	0.0006814219202
650	0.0006811735454
651	0.0006810909514
652	0.0006808331991
653	0.0006802980155
654	0.0006801564165
655	0.0006791984924
656	0.0006788861548
657	0.0006786406617
658	0.000677432259
659	0.0006771478892
660	0.0006769965518
661	0.0006766890982
662	0.0006761480402
663	0.0006752049627
664	0.0006743020745
665	0.0006739147383
666	0.0006732613135
667	0.0006718752183
668	0.0006709942578
669	0.0006704694024
670	0.0006698614183
671	0.0006696053329
672	0.0006694500232
673	0.0006692087025
674	0.0006687951907
675	0.0006683423949
676	0.0006680333655
677	0.0006675130421
678	0.0006672439817
679	0.0006669617228
680	0.000666815857
681	0.000666409177
682	0.0006663103336
683	0.0006658031101
684	0.0006652451431
685	0.0006648294555
686	0.0006639318046
687	0.0006636959353
688	0.0006632509076
689	0.0006628991295
690	0.0006623862994
691	0.0006618951115
692	0.0006617173177
693	0.0006610585338
694	0.0006609953895
695	0.0006599806189
696	0.0006591084673
697	0.0006584043978
698	0.0006575264464
699	0.0006570370191
700	0.0006569407293
701	0.000656612916
702	0.0006560322484
703	0.0006557143431
704	0.0006544437218
705	0.0006539004582
706	0.0006537407343
707	0.0006525888006
708	0.0006521033233
709	0.0006513588572
710	0.0006511035753
711	0.000650960839
712	0.0006505416117
713	0.0006501990319
714	0.0006498406806
715	0.0006495095727
716	0.000649243176
717	0.0006486252033
718	0.0006481815839
719	0.0006478907137
720	0.0006474959382
721	0.0006468491458
722	0.0006463278487
723	0.000645598916
724	0.0006454125907
725	0.0006448704841
726	0.0006445885934
727	0.0006443555689
728	0.0006441950001
729	0.0006438112816
730	0.000643166531
731	0.0006426593992
732	0.0006425877027
733	0.0006424908231
734	0.0006420553733
735	0.0006412989028
736	0.0006408652871
737	0.0006404973006
738	0.0006403229762
739	0.0006400934887
740	0.0006397670059
741	0.0006394478104
742	0.0006393584354
743	0.0006391976005
744	0.000638785583
745	0.0006376052131
746	0.0006370021115
747	0.0006363104035
748	0.0006355613615
749	0.0006351816766
750	0.000634229515
751	0.0006334624098
752	0.0006328962532
753	0.0006327513887
754	0.0006320182351
755	0.0006315009593
756	0.0006313771206
757	0.0006310502075
758	0.0006308755528
759	0.0006301855306
760	0.0006295693134
761	0.000629417784
762	0.0006292394902
763	0.0006290711163
764	0.0006285426446
765	0.0006281883771
766	0.0006277715942
767	0.0006277166715
768	0.0006273002117
769	0.0006270232483
770	0.0006265867115
771	0.0006262793405
772	0.000625997304
773	0.0006255098569
774	0.0006253716762
775	0.0006245681496
776	0.0006244166526
777	0.0006238958902
778	0.0006235077682
779	0.0006233450763
780	0.0006228610086
781	0.0006228122425
782	0.0006223581702
783	0.0006221340142
784	0.0006215465571
785	0.0006211807385
786	0.0006208909869
787	0.0006202887342
788	0.0006198513765
789	0.0006195903735
790	0.0006189885465
791	0.000618341351
792	0.000618269874
793	0.0006178686799
794	0.0006177202791
795	0.0006169717024
796	0.0006164224279
797	0.0006163040131
798	0.000615983972
799	0.0006154838675
800	0.0006150459269
801	0.0006149253149
802	0.0006145613541
803	0.0006144131599
804	0.000614290887
805	0.000613906147
806	0.0006133696145
807	0.0006132351313
808	0.0006130257729
809	0.0006128140401
810	0.0006124071074
811	0.0006112354959
812	0.0006109955364
813	0.0006106165993
814	0.0006099796526
815	0.0006095120139
816	0.0006092652974
817	0.0006091827415
818	0.0006087748512
819	0.0006084003009
820	0.0006080728119
821	0.0006071676709
822	0.0006070669798
823	0.0006062411956
824	0.0006058190285
825	0.0006053887089
826	0.0006052164957
827	0.0006050788157
828	0.0006046914853
829	0.0006045231278
830	0.0006041166297
831	0.0006039538638
832	0.000603556488
833	0.000602999666
834	0.0006028869688
835	0.000602643958
836	0.0006022190586
837	0.0006019813249
838	0.0006015397089
839	0.0006013768672
840	0.0006002911432
841	0.0006002266606
842	0.0006001663567
843	0.0005999391443
844	0.0005994761284
845	0.0005992698397
846	0.0005983301822
847	0.0005979806726
848	0.0005973925175
849	0.0005967257023
850	0.0005965258853
851	0.0005963901857
852	0.0005959512081
853	0.0005956244158
854	0.0005951165059
855	0.0005948931232
856	0.000594494821
857	0.0005943957876
858	0.0005942205583
859	0.0005936312222
860	0.0005934744616
861	0.0005931854926
862	0.0005930487004
863	0.0005929758426
864	0.00059289566
865	0.0005927643367
866	0.0005925779416
867	0.0005924372937
868	0.0005921963936
869	0.0005917777941
870	0.0005912716198
871	0.0005911431145
872	0.0005905008311
873	0.0005899949287
874	0.0005899214407
875	0.0005894854392
876	0.0005894543346
877	0.0005890455061
878	0.0005887689329
879	0.0005886903008
880	0.0005882034884
881	0.0005881427748
882	0.0005880389057
883	0.000587675119
884	0.0005875736785
885	0.0005869829647
886	0.0005867156946
887	0.0005860725511
888	0.0005857576385
889	0.0005853469492
890	0.000585149256
891	0.0005846594425
892	0.0005843442786
893	0.0005842518451
894	0.0005836357155
895	0.0005833614156
896	0.0005830701698
897	0.0005828824129
898	0.0005827318382
899	0.0005818166441
900	0.0005817277358
901	0.000581243951
902	0.0005811323245
903	0.0005809626607
904	0.0005806353242
905	0.0005804284519
906	0.0005803041014
907	0.0005800311556
908	0.0005796196895
909	0.0005795206557
910	0.0005793519632
911	0.0005787708095
912	0.000578460957
913	0.000578202548
914	0.0005776939679
915	0.0005776304017
916	0.0005771750084
917	0.0005770227085
